idrisk,date,time,temperature,pressure,wind,humidity,weather,idname
352347,2017-06-17,20:42:29,16,1013,18,93,Drizzle,Zone 2
266056,2017-06-13,18:38:44,8.6,1022,0,99,Fog,Zone 5
179200,2017-06-16,23:06:36,8.6,1022,0,99,Fog,Zone 5
268982,2017-06-13,21:58:14,8.6,1022,0,99,Fog,Zone 9
313375,2017-06-16,00:25:14,8.6,1022,0,99,Fog,Zone 5
156789,2017-06-15,21:38:51,16,1013,18,93,Rain,Zone 4
542056,2017-06-17,22:13:18,16,1013,18,93,Precipitation,Zone 5
541414,2017-06-17,21:29:48,16,1013,18,93,Precipitation,Zone 5
226445,2017-06-11,21:37:59,8.6,1022,0,99,Fog,Zone 5
289199,2017-06-14,20:56:44,8.6,1022,0,99,Fog,Zone 5
219174,2017-06-18,20:32:06,8.6,1022,0,99,Fog,Zone 8
179420,2017-06-16,23:21:36,8.6,1022,0,99,Fog,Zone 4
273296,2017-06-14,02:52:14,8.6,1022,0,99,Fog,Zone 2
223685,2017-06-19,01:39:36,8.6,1022,0,99,Fog,Zone 5
73776,2017-06-11,23:18:36,8.6,1022,0,99,Fog,Zone 2
293953,2017-06-15,02:20:44,8.6,1022,0,99,Fog,Zone 8
289045,2017-06-14,20:46:14,8.6,1022,0,99,Fog,Zone 5
280446,2017-06-14,10:59:44,8.6,1022,0,99,Fog,Zone 4
72269,2017-06-11,21:35:51,8.6,1022,0,99,Fog,Zone 6
436438,2017-06-15,21:11:20,16,1013,18,93,Drizzle,Zone 5
287387,2017-06-14,18:52:59,8.6,1022,0,99,Fog,Zone 3
133538,2017-06-14,19:13:21,16,1013,18,93,Rain,Zone 6
287964,2017-06-14,19:32:44,8.6,1022,0,99,Fog,Zone 3
416612,2017-06-14,22:39:05,16,1013,18,93,Drizzle,Zone 5
246190,2017-06-12,20:04:14,8.6,1022,0,99,Fog,Zone 2
416348,2017-06-14,22:21:05,16,1013,18,93,Drizzle,Zone 5
219166,2017-06-18,20:32:06,8.6,1022,0,99,Fog,Zone 8
181500,2017-06-17,01:43:21,8.6,1022,0,99,Fog,Zone 2
175048,2017-06-16,18:23:51,16,1013,18,93,Rain,Zone 9
73567,2017-06-11,23:04:21,8.6,1022,0,99,Fog,Zone 2
289683,2017-06-14,21:29:44,8.6,1022,0,99,Fog,Zone 6
247627,2017-06-12,21:42:29,8.6,1022,0,99,Fog,Zone 2
178639,2017-06-16,22:28:21,8.6,1022,0,99,Fog,Zone 5
289848,2017-06-14,21:40:59,8.6,1022,0,99,Fog,Zone 6
182490,2017-06-17,02:50:51,8.6,1022,0,99,Fog,Zone 2
61070,2017-06-16,01:29:18,16,1012,20,98,Overcast,Zone 8
540384,2017-06-17,20:19:18,16,1013,18,93,Precipitation,Zone 5
373762,2017-06-12,21:57:50,16,1013,18,93,Drizzle,Zone 5
136178,2017-06-14,22:13:21,16,1013,18,93,Rain,Zone 8
543460,2017-06-17,23:49:18,16,1013,18,93,Precipitation,Zone 4
136442,2017-06-14,22:31:21,16,1013,18,93,Rain,Zone 8
161124,2017-06-16,02:34:21,16,1013,18,93,Rain,Zone 5
538983,2017-06-17,18:44:03,16,1013,18,93,Precipitation,Zone 4
372172,2017-06-12,20:09:05,16,1013,18,93,Drizzle,Zone 6
480255,2017-06-14,23:59:48,16,1013,18,93,Precipitation,Zone 2
180807,2017-06-17,00:56:06,8.6,1022,0,99,Fog,Zone 5
162770,2017-06-16,04:26:51,16,1013,18,93,Rain,Zone 6
136596,2017-06-14,22:41:51,16,1013,18,93,Rain,Zone 8
137484,2017-06-14,23:42:36,16,1013,18,93,Rain,Zone 4
247231,2017-06-12,21:15:29,8.6,1022,0,99,Fog,Zone 2
135240,2017-06-14,21:09:36,16,1013,18,93,Rain,Zone 5
72962,2017-06-11,22:23:06,8.6,1022,0,99,Fog,Zone 3
288935,2017-06-14,20:38:44,8.6,1022,0,99,Fog,Zone 5
203709,2017-06-18,02:57:36,8.6,1022,0,99,Fog,Zone 8
295163,2017-06-15,03:43:14,8.6,1022,0,99,Fog,Zone 9
183062,2017-06-17,03:29:51,8.6,1022,0,99,Fog,Zone 2
303876,2017-06-15,13:37:14,8.6,1022,0,99,Fog,Zone 9
252131,2017-06-13,02:49:14,8.6,1022,0,99,Fog,Zone 5
220824,2017-06-18,22:24:36,8.6,1022,0,99,Fog,Zone 3
371259,2017-06-12,19:06:50,16,1013,18,93,Drizzle,Zone 6
135793,2017-06-14,21:47:06,16,1013,18,93,Rain,Zone 8
268776,2017-06-13,21:44:44,8.6,1022,0,99,Fog,Zone 6
93711,2017-06-12,21:58:21,16,1013,18,93,Rain,Zone 6
286276,2017-06-14,17:37:14,8.6,1022,0,99,Fog,Zone 6
203170,2017-06-18,02:20:51,8.6,1022,0,99,Fog,Zone 5
135771,2017-06-14,21:45:36,16,1013,18,93,Rain,Zone 8
283229,2017-06-14,14:09:29,8.6,1022,0,99,Fog,Zone 3
266184,2017-06-13,18:47:44,8.6,1022,0,99,Fog,Zone 5
175646,2017-06-16,19:04:21,16,1013,18,93,Rain,Zone 9
136310,2017-06-14,22:22:21,16,1013,18,93,Rain,Zone 8
201795,2017-06-18,00:47:06,8.6,1022,0,99,Fog,Zone 5
132512,2017-06-14,18:03:36,16,1013,18,93,Rain,Zone 5
541968,2017-06-17,22:07:18,16,1013,18,93,Precipitation,Zone 5
155703,2017-06-15,20:24:36,16,1013,18,93,Rain,Zone 5
329878,2017-06-16,19:10:14,8.6,1022,0,99,Fog,Zone 1
533921,2017-06-17,12:59:03,16,1013,18,93,Precipitation,Zone 1
289486,2017-06-14,21:16:14,8.6,1022,0,99,Fog,Zone 6
200364,2017-06-17,23:09:36,8.6,1022,0,99,Fog,Zone 5
268498,2017-06-13,21:25:14,8.6,1022,0,99,Fog,Zone 6
313676,2017-06-16,00:45:29,8.6,1022,0,99,Fog,Zone 8
540345,2017-06-17,20:17:03,16,1013,18,93,Precipitation,Zone 5
271271,2017-06-14,00:34:14,8.6,1022,0,99,Fog,Zone 9
517933,2017-06-16,18:48:33,16,1013,18,93,Precipitation,Zone 8
229383,2017-06-12,00:58:14,8.6,1022,0,99,Fog,Zone 8
280193,2017-06-14,10:42:29,8.6,1022,0,99,Fog,Zone 9
231638,2017-06-12,03:31:59,8.6,1022,0,99,Fog,Zone 5
201487,2017-06-18,00:26:06,8.6,1022,0,99,Fog,Zone 5
289389,2017-06-14,21:09:29,8.6,1022,0,99,Fog,Zone 6
298310,2017-06-15,07:17:44,8.6,1022,0,99,Fog,Zone 5
136816,2017-06-14,22:56:51,16,1013,18,93,Rain,Zone 8
538404,2017-06-17,18:04:18,16,1013,18,93,Precipitation,Zone 4
135738,2017-06-14,21:43:21,16,1013,18,93,Rain,Zone 8
299608,2017-06-15,08:46:14,8.6,1022,0,99,Fog,Zone 8
205920,2017-06-18,05:28:21,8.6,1022,0,99,Fog,Zone 5
207680,2017-06-18,07:28:21,8.6,1022,0,99,Fog,Zone 2
352963,2017-06-17,21:24:29,16,1013,18,93,Drizzle,Zone 1
155318,2017-06-15,19:58:21,16,1013,18,93,Rain,Zone 5
286969,2017-06-14,18:24:29,8.6,1022,0,99,Fog,Zone 3
254199,2017-06-13,05:10:14,8.6,1022,0,99,Fog,Zone 4
250723,2017-06-13,01:13:14,8.6,1022,0,99,Fog,Zone 5
289279,2017-06-14,21:01:59,8.6,1022,0,99,Fog,Zone 6
179306,2017-06-16,23:14:06,8.6,1022,0,99,Fog,Zone 5
274968,2017-06-14,04:46:14,8.6,1022,0,99,Fog,Zone 5
249821,2017-06-13,00:11:44,8.6,1022,0,99,Fog,Zone 5
230000,2017-06-12,01:40:14,8.6,1022,0,99,Fog,Zone 8
277905,2017-06-14,08:06:29,8.6,1022,0,99,Fog,Zone 4
248720,2017-06-12,22:56:44,8.6,1022,0,99,Fog,Zone 2
284230,2017-06-14,15:17:44,8.6,1022,0,99,Fog,Zone 6
282998,2017-06-14,13:53:44,8.6,1022,0,99,Fog,Zone 1
530317,2017-06-17,08:53:03,16,1013,18,93,Precipitation,Zone 8
60168,2017-06-16,00:27:48,16,1012,20,98,Overcast,Zone 5
220835,2017-06-18,22:25:21,8.6,1022,0,99,Fog,Zone 3
207174,2017-06-18,06:53:51,8.6,1022,0,99,Fog,Zone 2
279456,2017-06-14,09:52:14,8.6,1022,0,99,Fog,Zone 7
352171,2017-06-17,20:30:29,16,1013,18,93,Drizzle,Zone 2
182204,2017-06-17,02:31:21,8.6,1022,0,99,Fog,Zone 2
266888,2017-06-13,19:35:44,8.6,1022,0,99,Fog,Zone 6
278829,2017-06-14,09:09:29,8.6,1022,0,99,Fog,Zone 7
183458,2017-06-17,03:56:51,8.6,1022,0,99,Fog,Zone 2
175400,2017-06-16,18:47:51,16,1013,18,93,Rain,Zone 6
72467,2017-06-11,21:49:21,8.6,1022,0,99,Fog,Zone 6
370335,2017-06-12,18:03:50,16,1013,18,93,Drizzle,Zone 6
134187,2017-06-14,19:57:36,16,1013,18,93,Rain,Zone 5
372106,2017-06-12,20:04:35,16,1013,18,93,Drizzle,Zone 6
539427,2017-06-17,19:14:03,16,1013,18,93,Precipitation,Zone 4
182842,2017-06-17,03:14:51,8.6,1022,0,99,Fog,Zone 2
529268,2017-06-17,07:41:48,16,1013,18,93,Precipitation,Zone 5
533613,2017-06-17,12:38:03,16,1013,18,93,Precipitation,Zone 4
162638,2017-06-16,04:17:51,16,1013,18,93,Rain,Zone 6
275287,2017-06-14,05:07:59,8.6,1022,0,99,Fog,Zone 5
136398,2017-06-14,22:28:21,16,1013,18,93,Rain,Zone 8
59805,2017-06-16,00:03:03,16,1012,20,98,Overcast,Zone 5
274813,2017-06-14,04:35:44,8.6,1022,0,99,Fog,Zone 5
203390,2017-06-18,02:35:51,8.6,1022,0,99,Fog,Zone 5
231660,2017-06-12,03:33:29,8.6,1022,0,99,Fog,Zone 5
154438,2017-06-15,23:59:51,16,1013,18,93,Rain,Zone 5
249277,2017-06-12,23:34:59,8.6,1022,0,99,Fog,Zone 5
229922,2017-06-12,01:34:59,8.6,1022,0,99,Fog,Zone 8
200606,2017-06-17,23:26:06,8.6,1022,0,99,Fog,Zone 2
169304,2017-06-16,11:52:21,16,1013,18,93,Rain,Zone 3
289089,2017-06-14,20:49:14,8.6,1022,0,99,Fog,Zone 5
73248,2017-06-11,22:42:36,8.6,1022,0,99,Fog,Zone 3
217007,2017-06-18,18:04:21,8.6,1022,0,99,Fog,Zone 2
136651,2017-06-14,22:45:36,16,1013,18,93,Rain,Zone 8
290124,2017-06-14,21:59:44,8.6,1022,0,99,Fog,Zone 2
371803,2017-06-12,19:44:20,16,1013,18,93,Drizzle,Zone 6
220604,2017-06-18,22:09:36,8.6,1022,0,99,Fog,Zone 3
297121,2017-06-15,05:56:44,8.6,1022,0,99,Fog,Zone 9
303579,2017-06-15,13:16:59,8.6,1022,0,99,Fog,Zone 9
298860,2017-06-15,07:55:14,8.6,1022,0,99,Fog,Zone 8
176207,2017-06-16,19:42:36,16,1013,18,93,Rain,Zone 9
225972,2017-06-11,21:05:44,8.6,1022,0,99,Fog,Zone 5
223454,2017-06-19,01:23:51,8.6,1022,0,99,Fog,Zone 5
230164,2017-06-12,01:51:29,8.6,1022,0,99,Fog,Zone 5
162939,2017-06-16,04:38:06,16,1013,18,93,Rain,Zone 5
62379,2017-06-16,02:58:33,16,1012,20,98,Overcast,Zone 8
282899,2017-06-14,13:46:59,8.6,1022,0,99,Fog,Zone 1
304283,2017-06-15,14:04:59,8.6,1022,0,99,Fog,Zone 9
267134,2017-06-13,19:52:14,8.6,1022,0,99,Fog,Zone 6
225820,2017-06-11,20:55:14,8.6,1022,0,99,Fog,Zone 5
541946,2017-06-17,22:05:48,16,1013,18,93,Precipitation,Zone 5
136618,2017-06-14,22:43:21,16,1013,18,93,Rain,Zone 8
273263,2017-06-14,02:49:59,8.6,1022,0,99,Fog,Zone 1
226148,2017-06-11,21:17:44,8.6,1022,0,99,Fog,Zone 8
543119,2017-06-17,23:26:03,16,1013,18,93,Precipitation,Zone 5
540835,2017-06-17,20:50:03,16,1013,18,93,Precipitation,Zone 2
274946,2017-06-14,04:44:44,8.6,1022,0,99,Fog,Zone 5
499838,2017-06-15,22:14:48,16,1013,18,93,Precipitation,Zone 2
207350,2017-06-18,07:05:51,8.6,1022,0,99,Fog,Zone 2
70641,2017-06-11,19:44:51,8.6,1022,0,99,Fog,Zone 4
273889,2017-06-14,03:32:44,8.6,1022,0,99,Fog,Zone 4
133615,2017-06-14,19:18:36,16,1013,18,93,Rain,Zone 6
311745,2017-06-15,22:34:14,8.6,1022,0,99,Fog,Zone 5
331359,2017-06-16,20:51:29,16,1013,18,93,Drizzle,Zone 6
71961,2017-06-11,21:14:51,8.6,1022,0,99,Fog,Zone 6
218591,2017-06-18,19:52:21,8.6,1022,0,99,Fog,Zone 8
268424,2017-06-13,21:20:44,8.6,1022,0,99,Fog,Zone 6
290764,2017-06-14,22:43:14,8.6,1022,0,99,Fog,Zone 2
530493,2017-06-17,09:05:03,16,1013,18,93,Precipitation,Zone 8
207306,2017-06-18,07:02:51,8.6,1022,0,99,Fog,Zone 2
254155,2017-06-13,05:07:14,8.6,1022,0,99,Fog,Zone 7
268512,2017-06-13,21:26:44,8.6,1022,0,99,Fog,Zone 6
200474,2017-06-17,23:17:06,8.6,1022,0,99,Fog,Zone 2
281744,2017-06-14,12:28:14,8.6,1022,0,99,Fog,Zone 1
541018,2017-06-17,21:02:48,16,1013,18,93,Precipitation,Zone 5
369251,2017-06-12,16:50:20,16,1013,18,93,Drizzle,Zone 5
115927,2017-06-13,23:12:36,16,1013,18,93,Rain,Zone 4
206789,2017-06-18,06:27:36,8.6,1022,0,99,Fog,Zone 2
300213,2017-06-15,09:27:29,8.6,1022,0,99,Fog,Zone 5
543200,2017-06-17,23:31:18,16,1013,18,93,Precipitation,Zone 5
201465,2017-06-18,00:24:36,8.6,1022,0,99,Fog,Zone 5
375169,2017-06-12,23:33:50,16,1013,18,93,Drizzle,Zone 8
273515,2017-06-14,03:07:14,8.6,1022,0,99,Fog,Zone 5
268996,2017-06-13,21:59:44,8.6,1022,0,99,Fog,Zone 6
266752,2017-06-13,19:26:44,8.6,1022,0,99,Fog,Zone 6
173440,2017-06-16,16:34:21,16,1013,18,93,Rain,Zone 3
250987,2017-06-13,01:31:14,8.6,1022,0,99,Fog,Zone 5
545185,2017-06-18,01:47:03,16,1013,18,93,Precipitation,Zone 8
286870,2017-06-14,18:17:44,8.6,1022,0,99,Fog,Zone 3
288363,2017-06-14,19:59:44,8.6,1022,0,99,Fog,Zone 3
182589,2017-06-17,02:57:36,8.6,1022,0,99,Fog,Zone 2
304173,2017-06-15,13:57:29,8.6,1022,0,99,Fog,Zone 9
290577,2017-06-14,22:30:29,8.6,1022,0,99,Fog,Zone 3
538013,2017-06-17,17:38:03,16,1013,18,93,Precipitation,Zone 4
312443,2017-06-15,23:21:29,8.6,1022,0,99,Fog,Zone 5
313929,2017-06-16,01:02:44,8.6,1022,0,99,Fog,Zone 8
539786,2017-06-17,19:38:48,16,1013,18,93,Precipitation,Zone 4
136233,2017-06-14,22:17:06,16,1013,18,93,Rain,Zone 8
178353,2017-06-16,22:08:51,8.6,1022,0,99,Fog,Zone 5
249035,2017-06-12,23:18:29,8.6,1022,0,99,Fog,Zone 2
530647,2017-06-17,09:15:33,16,1013,18,93,Precipitation,Zone 8
137396,2017-06-14,23:36:36,16,1013,18,93,Rain,Zone 5
204017,2017-06-18,03:18:36,8.6,1022,0,99,Fog,Zone 7
204611,2017-06-18,03:59:06,8.6,1022,0,99,Fog,Zone 4
183205,2017-06-17,03:39:36,8.6,1022,0,99,Fog,Zone 2
69431,2017-06-11,18:22:21,8.6,1022,0,99,Fog,Zone 2
228447,2017-06-11,23:54:29,8.6,1022,0,99,Fog,Zone 5
252989,2017-06-13,03:47:44,8.6,1022,0,99,Fog,Zone 7
60509,2017-06-16,00:51:03,16,1012,20,98,Overcast,Zone 5
222144,2017-06-18,23:54:36,8.6,1022,0,99,Fog,Zone 6
175624,2017-06-16,19:02:51,16,1013,18,93,Rain,Zone 9
173000,2017-06-16,16:04:21,16,1013,18,93,Rain,Zone 6
542325,2017-06-17,22:32:03,16,1013,18,93,Precipitation,Zone 5
221033,2017-06-18,22:38:51,8.6,1022,0,99,Fog,Zone 3
294657,2017-06-15,03:08:44,8.6,1022,0,99,Fog,Zone 5
435470,2017-06-15,20:05:20,16,1013,18,93,Drizzle,Zone 5
298904,2017-06-15,07:58:14,8.6,1022,0,99,Fog,Zone 8
542415,2017-06-17,22:38:03,16,1013,18,93,Precipitation,Zone 5
371325,2017-06-12,19:11:20,16,1013,18,93,Drizzle,Zone 6
499244,2017-06-15,21:34:18,16,1013,18,93,Precipitation,Zone 2
313170,2017-06-16,00:10:59,8.6,1022,0,99,Fog,Zone 5
542272,2017-06-17,22:28:18,16,1013,18,93,Precipitation,Zone 5
200452,2017-06-17,23:15:36,8.6,1022,0,99,Fog,Zone 2
180576,2017-06-17,00:40:21,8.6,1022,0,99,Fog,Zone 5
270522,2017-06-13,23:43:14,8.6,1022,0,99,Fog,Zone 9
225763,2017-06-11,23:59:51,8.6,1022,0,99,Fog,Zone 5
231044,2017-06-12,02:51:29,8.6,1022,0,99,Fog,Zone 5
181929,2017-06-17,02:12:36,8.6,1022,0,99,Fog,Zone 2
269796,2017-06-13,22:53:44,8.6,1022,0,99,Fog,Zone 3
206140,2017-06-18,05:43:21,8.6,1022,0,99,Fog,Zone 2
517878,2017-06-16,18:44:48,16,1013,18,93,Precipitation,Zone 8
287945,2017-06-14,19:31:14,8.6,1022,0,99,Fog,Zone 3
329306,2017-06-16,18:31:14,8.6,1022,0,99,Fog,Zone 2
154449,2017-06-15,18:59:06,16,1013,18,93,Rain,Zone 5
200430,2017-06-17,23:14:06,8.6,1022,0,99,Fog,Zone 5
374069,2017-06-12,22:18:50,16,1013,18,93,Drizzle,Zone 8
273185,2017-06-14,02:44:44,8.6,1022,0,99,Fog,Zone 2
301775,2017-06-15,11:13:59,8.6,1022,0,99,Fog,Zone 5
301324,2017-06-15,10:43:14,8.6,1022,0,99,Fog,Zone 5
303744,2017-06-15,13:28:14,8.6,1022,0,99,Fog,Zone 9
161938,2017-06-16,03:29:51,16,1013,18,93,Rain,Zone 5
286680,2017-06-14,18:04:59,8.6,1022,0,99,Fog,Zone 6
229868,2017-06-12,01:31:14,8.6,1022,0,99,Fog,Zone 8
290588,2017-06-14,22:31:14,8.6,1022,0,99,Fog,Zone 3
174964,2017-06-16,18:17:51,16,1013,18,93,Rain,Zone 9
435602,2017-06-15,20:14:20,16,1013,18,93,Drizzle,Zone 5
229537,2017-06-12,01:08:44,8.6,1022,0,99,Fog,Zone 8
279302,2017-06-14,09:41:44,8.6,1022,0,99,Fog,Zone 7
273868,2017-06-14,03:31:14,8.6,1022,0,99,Fog,Zone 4
222023,2017-06-18,23:46:21,8.6,1022,0,99,Fog,Zone 5
94547,2017-06-12,22:55:21,16,1013,18,93,Rain,Zone 8
227083,2017-06-11,22:21:29,8.6,1022,0,99,Fog,Zone 5
287418,2017-06-14,18:55:14,8.6,1022,0,99,Fog,Zone 3
272701,2017-06-14,02:11:44,8.6,1022,0,99,Fog,Zone 5
290388,2017-06-14,22:17:44,8.6,1022,0,99,Fog,Zone 2
268586,2017-06-13,21:31:14,8.6,1022,0,99,Fog,Zone 6
157265,2017-06-15,22:11:06,16,1013,18,93,Rain,Zone 5
295207,2017-06-15,03:46:14,8.6,1022,0,99,Fog,Zone 6
454372,2017-06-13,18:35:03,16,1013,18,93,Precipitation,Zone 2
251845,2017-06-13,02:29:44,8.6,1022,0,99,Fog,Zone 5
157034,2017-06-15,21:55:21,16,1013,18,93,Rain,Zone 4
206943,2017-06-18,06:38:06,8.6,1022,0,99,Fog,Zone 2
184228,2017-06-17,04:49:21,8.6,1022,0,99,Fog,Zone 2
180466,2017-06-17,00:32:51,8.6,1022,0,99,Fog,Zone 5
416491,2017-06-14,22:30:50,16,1013,18,93,Drizzle,Zone 5
539460,2017-06-17,19:16:18,16,1013,18,93,Precipitation,Zone 4
535021,2017-06-17,14:14:03,16,1013,18,93,Precipitation,Zone 4
541506,2017-06-17,21:35:48,16,1013,18,93,Precipitation,Zone 5
277993,2017-06-14,08:12:29,8.6,1022,0,99,Fog,Zone 4
225994,2017-06-11,21:07:14,8.6,1022,0,99,Fog,Zone 5
157628,2017-06-15,22:35:51,16,1013,18,93,Rain,Zone 8
544393,2017-06-18,00:53:03,16,1013,18,93,Precipitation,Zone 5
288184,2017-06-14,19:47:44,8.6,1022,0,99,Fog,Zone 3
276794,2017-06-14,06:50:44,8.6,1022,0,99,Fog,Zone 5
246498,2017-06-12,20:25:14,8.6,1022,0,99,Fog,Zone 2
157254,2017-06-15,22:10:21,16,1013,18,93,Rain,Zone 5
225610,2017-06-19,03:50:51,8.6,1022,0,99,Fog,Zone 2
61587,2017-06-16,02:04:33,16,1012,20,98,Overcast,Zone 8
278642,2017-06-14,08:56:44,8.6,1022,0,99,Fog,Zone 7
59166,2017-06-15,23:19:33,16,1012,20,98,Overcast,Zone 5
93715,2017-06-12,21:58:21,16,1013,18,93,Rain,Zone 6
202686,2017-06-18,01:47:51,8.6,1022,0,99,Fog,Zone 5
330120,2017-06-16,19:26:44,8.6,1022,0,99,Fog,Zone 2
59298,2017-06-15,23:28:33,16,1012,20,98,Overcast,Zone 5
136981,2017-06-14,23:08:06,16,1013,18,93,Rain,Zone 7
90987,2017-06-12,18:52:21,16,1013,18,93,Rain,Zone 2
65432,2017-06-11,18:27:35,16,1013,18,93,Rain,Zone 5
277344,2017-06-14,07:28:14,8.6,1022,0,99,Fog,Zone 4
62874,2017-06-16,03:32:18,16,1012,20,98,Overcast,Zone 8
270764,2017-06-13,23:59:44,8.6,1022,0,99,Fog,Zone 9
437190,2017-06-15,22:02:20,16,1013,18,93,Drizzle,Zone 6
302050,2017-06-15,11:32:44,8.6,1022,0,99,Fog,Zone 9
204171,2017-06-18,03:29:06,8.6,1022,0,99,Fog,Zone 5
477835,2017-06-14,21:14:48,16,1013,18,93,Precipitation,Zone 5
245295,2017-06-12,19:03:29,8.6,1022,0,99,Fog,Zone 2
233332,2017-06-12,05:27:29,8.6,1022,0,99,Fog,Zone 6
203434,2017-06-18,02:38:51,8.6,1022,0,99,Fog,Zone 5
176339,2017-06-16,19:51:36,16,1013,18,93,Rain,Zone 9
287252,2017-06-14,18:43:59,8.6,1022,0,99,Fog,Zone 3
533129,2017-06-17,12:05:03,16,1013,18,93,Precipitation,Zone 7
223795,2017-06-19,01:47:06,8.6,1022,0,99,Fog,Zone 5
133714,2017-06-14,19:25:21,16,1013,18,93,Rain,Zone 5
303799,2017-06-15,13:31:59,8.6,1022,0,99,Fog,Zone 9
537353,2017-06-17,16:53:03,16,1013,18,93,Precipitation,Zone 4
273163,2017-06-14,02:43:14,8.6,1022,0,99,Fog,Zone 2
312449,2017-06-15,23:22:14,8.6,1022,0,99,Fog,Zone 4
203522,2017-06-18,02:44:51,8.6,1022,0,99,Fog,Zone 5
181005,2017-06-17,01:09:36,8.6,1022,0,99,Fog,Zone 5
373720,2017-06-12,21:54:50,16,1013,18,93,Drizzle,Zone 5
228128,2017-06-11,23:32:44,8.6,1022,0,99,Fog,Zone 5
275319,2017-06-14,05:10:14,8.6,1022,0,99,Fog,Zone 5
155637,2017-06-15,20:20:06,16,1013,18,93,Rain,Zone 5
135727,2017-06-14,21:42:36,16,1013,18,93,Rain,Zone 5
137586,2017-06-14,23:49:21,16,1013,18,93,Rain,Zone 5
276156,2017-06-14,06:07:14,8.6,1022,0,99,Fog,Zone 5
541722,2017-06-17,21:50:48,16,1013,18,93,Precipitation,Zone 5
370368,2017-06-12,18:06:05,16,1013,18,93,Drizzle,Zone 6
373041,2017-06-12,21:08:20,16,1013,18,93,Drizzle,Zone 6
265880,2017-06-13,18:26:44,8.6,1022,0,99,Fog,Zone 2
276904,2017-06-14,06:58:14,8.6,1022,0,99,Fog,Zone 5
226236,2017-06-11,21:23:44,8.6,1022,0,99,Fog,Zone 5
221517,2017-06-18,23:11:51,8.6,1022,0,99,Fog,Zone 6
69695,2017-06-11,18:40:21,8.6,1022,0,99,Fog,Zone 5
287255,2017-06-14,18:43:59,8.6,1022,0,99,Fog,Zone 3
217542,2017-06-18,18:41:06,8.6,1022,0,99,Fog,Zone 5
180862,2017-06-17,00:59:51,8.6,1022,0,99,Fog,Zone 5
499134,2017-06-15,21:26:48,16,1013,18,93,Precipitation,Zone 5
542371,2017-06-17,22:35:03,16,1013,18,93,Precipitation,Zone 5
179068,2017-06-16,22:57:36,8.6,1022,0,99,Fog,Zone 5
275518,2017-06-14,05:23:44,8.6,1022,0,99,Fog,Zone 5
543167,2017-06-17,23:29:03,16,1013,18,93,Precipitation,Zone 5
269088,2017-06-13,22:05:44,8.6,1022,0,99,Fog,Zone 6
268718,2017-06-13,21:40:14,8.6,1022,0,99,Fog,Zone 6
273945,2017-06-14,03:36:29,8.6,1022,0,99,Fog,Zone 4
163060,2017-06-16,04:46:21,16,1013,18,93,Rain,Zone 5
476647,2017-06-14,19:53:48,16,1013,18,93,Precipitation,Zone 8
178606,2017-06-16,22:26:06,8.6,1022,0,99,Fog,Zone 5
221366,2017-06-18,23:02:06,8.6,1022,0,99,Fog,Zone 6
284989,2017-06-14,16:09:29,8.6,1022,0,99,Fog,Zone 6
226929,2017-06-11,22:10:59,8.6,1022,0,99,Fog,Zone 5
541154,2017-06-17,21:11:48,16,1013,18,93,Precipitation,Zone 5
538778,2017-06-17,18:29:48,16,1013,18,93,Precipitation,Zone 4
218811,2017-06-18,20:07:21,8.6,1022,0,99,Fog,Zone 8
61917,2017-06-16,02:27:03,16,1012,20,98,Overcast,Zone 8
61873,2017-06-16,02:24:03,16,1012,20,98,Overcast,Zone 8
250503,2017-06-13,00:58:14,8.6,1022,0,99,Fog,Zone 5
540301,2017-06-17,20:14:03,16,1013,18,93,Precipitation,Zone 5
303667,2017-06-15,13:22:59,8.6,1022,0,99,Fog,Zone 9
114420,2017-06-13,21:29:51,16,1013,18,93,Rain,Zone 5
72093,2017-06-11,21:23:51,8.6,1022,0,99,Fog,Zone 9
300466,2017-06-15,09:44:44,8.6,1022,0,99,Fog,Zone 5
72885,2017-06-11,22:17:51,8.6,1022,0,99,Fog,Zone 3
314213,2017-06-16,23:59:44,8.6,1022,0,99,Fog,Zone 5
229273,2017-06-12,00:50:44,8.6,1022,0,99,Fog,Zone 8
244899,2017-06-12,18:36:29,8.6,1022,0,99,Fog,Zone 5
541539,2017-06-17,21:38:03,16,1013,18,93,Precipitation,Zone 5
201002,2017-06-17,23:53:06,8.6,1022,0,99,Fog,Zone 5
313060,2017-06-16,00:03:29,8.6,1022,0,99,Fog,Zone 5
222202,2017-06-18,23:59:06,8.6,1022,0,99,Fog,Zone 6
253209,2017-06-13,04:02:44,8.6,1022,0,99,Fog,Zone 7
60157,2017-06-16,00:27:03,16,1012,20,98,Overcast,Zone 5
183271,2017-06-17,03:44:06,8.6,1022,0,99,Fog,Zone 2
136706,2017-06-14,22:49:21,16,1013,18,93,Rain,Zone 8
288858,2017-06-14,20:33:29,8.6,1022,0,99,Fog,Zone 5
71385,2017-06-11,20:35:51,8.6,1022,0,99,Fog,Zone 4
498672,2017-06-15,20:55:18,16,1013,18,93,Precipitation,Zone 5
92967,2017-06-12,21:07:21,16,1013,18,93,Rain,Zone 6
300598,2017-06-15,09:53:44,8.6,1022,0,99,Fog,Zone 5
207867,2017-06-18,07:41:06,8.6,1022,0,99,Fog,Zone 2
161784,2017-06-16,03:19:21,16,1013,18,93,Rain,Zone 5
132768,2017-06-14,18:20:51,16,1013,18,93,Rain,Zone 8
